text,target,raw_text,raw_persona
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [Hi , I am a female and 22 years old , what about you ?]","Hi, what about you?","Hi , I am a female and 22 years old , what about you ?",['I am a 22-year-old girl.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [Nope . My wife and kids happen to be allergic as well .],Nope. Happen to be allergic as well.,Nope . My wife and kids happen to be allergic as well .,['I am married and have two kids of my own.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [I grew up without my mother . Did you grow up with both parents ?],Did you grow up with both parents?,I grew up without my mother . Did you grow up with both parents ?,['My mother was not part of my life.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [My dad has 5 dogs and I do not enjoy him so dogs bother me too .],Has 5 dogs and I do not enjoy so dogs bother me too.,My dad has 5 dogs and I do not enjoy him so dogs bother me too .,['I do not get along with my dad.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [My dad likes Rush so I hate them and him .],My dad likes Rush.,My dad likes Rush so I hate them and him .,['I do not get along with my dad.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [Tracy here . I am 32 , live alone and scared of dogs .]","Tracy here. I am 32, live alone.","Tracy here . I am 32 , live alone and scared of dogs .",['I am scared of dogs.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 32 year old single woman.] Dialogue: [I am a single cat lady . Are you married ?],I am a lady. Are you married?,I am a single cat lady . Are you married ?,['I am a 32 year old single woman.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [If I finished high school I would probably know how to be more fit .],I would probably know how to be more fit.,If I finished high school I would probably know how to be more fit .,['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [It always hurts , lol . I need to retire .]","It always hurts, lol.","It always hurts , lol . I need to retire .",['I hope to retire someday soon.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [Me too . My mother is in healthcare so she does not want to cook on the weekends .],Me too. My mother does not want to cook on the weekends.,Me too . My mother is in healthcare so she does not want to cook on the weekends .,['My mother works in healthcare.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 32-year-old single woman.] Dialogue: [I am a hopeless romantic and I want to change careers .],I am a hopeless romantic and I want to change careers.,I am a hopeless romantic and I want to change careers .,['I am a 32-year-old single woman.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Hi there . I am Lucy . What is your name ?],Hi there. What is your name?,Hi there . I am Lucy . What is your name ?,['My name is Lucy.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 32 year old single woman.] Dialogue: [Oh I see . I am a single female , 32 , I do the same job .]",Oh I see. I do the same job.,"Oh I see . I am a single female , 32 , I do the same job .",['I am a 32 year old single woman.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [It's ok . I had surgery last week on my hand .],It's ok.,It's ok . I had surgery last week on my hand .,['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Really ? I have a tattoo of that ! On my back .],Really? I have that! On my back.,Really ? I have a tattoo of that ! On my back .,['I have a lot of tattoos.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Funny I have some too on my leg .],Funny. I have some too on my leg.,Funny I have some too on my leg .,['I have a lot of tattoos.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I live in low income apartments.] Dialogue: [I bet ! He is so cute . I live in apartment building that has low rent .],I bet! He is so cute.,I bet ! He is so cute . I live in apartment building that has low rent .,['I live in low income apartments.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [No call my stuff , my mom isn't really part of my world .]",No call my stuff.,"No call my stuff , my mom isn't really part of my world .",['My mother was not part of my life.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [I am disabled but try to stay busy . I am afraid of dogs though .],I am disabled but try to stay busy.,I am disabled but try to stay busy . I am afraid of dogs though .,['I am scared of dogs.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Cool ! I am Lucy . I want a new job too , but just finished my degree last year .]","Cool! I want a new job too, but just finished my degree last year.","Cool ! I am Lucy . I want a new job too , but just finished my degree last year .",['My name is Lucy.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents did not want me.] Dialogue: [They gave me to my aunt and uncle . I do not really know them .],My aunt and uncle. I do not really know them.,They gave me to my aunt and uncle . I do not really know them .,['My parents did not want me.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Feeling a little scared because I heard a dog barking outside . You ?],Feeling a little scared. You?,Feeling a little scared because I heard a dog barking outside . You ?,['I am afraid of dogs.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I am having a glass of Scotch on the rocks while watching the Dark Knight .],While watching the Dark Knight.,I am having a glass of Scotch on the rocks while watching the Dark Knight .,['I like to drink Scotch to relax.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Hi , Max . No pets , but I have a robot . She is my best friend .]","Hi, Max. No pets.","Hi , Max . No pets , but I have a robot . She is my best friend .",['My best friend is a robot.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [As a 22-year-old woman , I can eat whatever I want .]",I can eat whatever I want.,"As a 22-year-old woman , I can eat whatever I want .",['I am a 22-year-old girl.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I was arrested for stealing.] Dialogue: [How are you doing tonight .],How are you doing tonight?,How are you doing tonight .,['I was arrested for stealing.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I was arrested for stealing.] Dialogue: [I can not watch news for that reason . Ever been to jail ? I was for stealing .],I can not watch news for that reason.,I can not watch news for that reason . Ever been to jail ? I was for stealing .,['I was arrested for stealing.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend took my boyfriend in high school.] Dialogue: [Cool , my good friend took my boyfriend away from me back in high school .]",Cool.,"Cool , my good friend took my boyfriend away from me back in high school .",['My best friend took my boyfriend in high school.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children.] Dialogue: [I hate my weight from my three kids .],I hate my weight.,I hate my weight from my three kids .,['I have three children.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [That is also why I am fat , I can not stop eating .]",That is also why I am. I can not stop.,"That is also why I am fat , I can not stop eating .",['I am unhappy with my weight.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I am currently looking . I did not finish high school so it's not easy finding something worth it .],I am currently looking. It's not easy finding something worth it.,I am currently looking . I did not finish high school so it's not easy finding something worth it .,['I never finished high school.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Wow . Can I have your autograph ?],Wow. Can I have your autograph?,Wow . Can I have your autograph ?,['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Oh well , I guess you can .]","Oh well, I guess you can.","Oh well , I guess you can .",['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I dropped out of school to support them with money from band .],I support them with money from band.,I dropped out of school to support them with money from band .,['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [No way , I loved kids , want my own some day .]","No way, I loved kids, want my own some day.","No way , I loved kids , want my own some day .",['My parents were always gone when I was growing up.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I wish I could go to the beach . I get nervous and stutter around attractive people though .],I wish I could go to the beach.,I wish I could go to the beach . I get nervous and stutter around attractive people though .,['I have a stutter when excited.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I fake a british accent to seem more attractive.] Dialogue: [I like soccer , I sometimes fake a British accent to sound more attractive like David Beckham .]","I like soccer, I sometimes sound more attractive.","I like soccer , I sometimes fake a British accent to sound more attractive like David Beckham .",['I fake a british accent to seem more attractive.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [I will think about it as my mother is busy working in healthcare .],I will think about it as my mother is busy.,I will think about it as my mother is busy working in healthcare .,['My mother works in healthcare.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Hi Amanda . I am Lucy . What are you up to ?],"Hi, Amanda. What are you up to?",Hi Amanda . I am Lucy . What are you up to ?,['My name is Lucy.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [How sweet . I have many tattoos of my dogs ! Do you have any tattoos ?],How sweet. I have dogs! Do you have any?,How sweet . I have many tattoos of my dogs ! Do you have any tattoos ?,['I have a lot of tattoos.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work at Mcdonald's.] Dialogue: [He gave me a job at Mcdonald's . I was considering college but I am good now .],He gave me a job. I was considering college but I am good now.,He gave me a job at Mcdonald's . I was considering college but I am good now .,"[""I work at Mcdonald's.""]"
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work at Mcdonald's.] Dialogue: [You be smart . I would like to do something different but I am a team leader now .],You are smart. I would like to do something different but I am a team leader now.,You be smart . I would like to do something different but I am a team leader now .,"[""I work at Mcdonald's.""]"
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Oh , so you are in sales . I mentored troubled teens at my job .]","Oh, so you are in sales.","Oh , so you are in sales . I mentored troubled teens at my job .",['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [We cook a lot of great food at the mentor program .],We cook a lot of great food.,We cook a lot of great food at the mentor program .,['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Playing softball . And mentoring teens mostly .],Playing softball.,Playing softball . And mentoring teens mostly .,['I work in a program that mentors troubled teens.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [I do not like my family or my dad , he is a drunk .]",He is a drunk.,"I do not like my family or my dad , he is a drunk .",['I do not get along with my dad.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Oh my . I am a soldier in South Korea , actually .]",Oh my.,"Oh my . I am a soldier in South Korea , actually .",['I am serving in South Korea.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Hi soldier ! Is 69 old . If it is then I am old .],Hi soldier! Is 69 old.,Hi soldier ! Is 69 old . If it is then I am old .,['I am an old man.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [I am fine , but I do not like my father much at all .]",I am fine.,"I am fine , but I do not like my father much at all .",['I do not get along with my dad.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Good ! I am in the army , stationed in South Korea . It is a nice day here today .]",Good! It is a nice day here today.,"Good ! I am in the army , stationed in South Korea . It is a nice day here today .",['I am serving in South Korea.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Hey there how are you ?],Hey there how are you?,Hey there how are you ?,['I am an old man.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [What is the name of it ? I got 1 leg only .],What is the name of it?,What is the name of it ? I got 1 leg only .,['I only have one leg.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I went to college at University of Mississippi.] Dialogue: [Not sure , I forget , I went the University of Mississippi .]","Not sure, I forget.","Not sure , I forget , I went the University of Mississippi .",['I went to college at University of Mississippi.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have been married four times and widowed three.] Dialogue: [I collect civil war era antiques , mainly glassware . My third husband started my collection .]","I collect Civil War era antiques, mainly glassware.","I collect civil war era antiques , mainly glassware . My third husband started my collection .",['I have been married four times and widowed three.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [With my dad . We do not get along . He has cats and I do not like them .],With my dad. He has cats and I do not like them.,With my dad . We do not get along . He has cats and I do not like them .,['I do not get along with my dad.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [Well , your dog is better than my mother . She was not a part of my life .]","Well, your dog is better.","Well , your dog is better than my mother . She was not a part of my life .",['My mother was not part of my life.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I cannot because of my disability . Do you ?],I cannot. Do you?,I cannot because of my disability . Do you ?,['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Yeah got that too . I hate being put down for my tattoos .],Yeah got that too. I hate being put down.,Yeah got that too . I hate being put down for my tattoos .,['I have a lot of tattoos.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I am off on disability . Not having to work sounds fun until you do it .],I am off. Not having to work sounds fun until you do it.,I am off on disability . Not having to work sounds fun until you do it .,['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [No I am currently single and do not want children and you ?],No I am currently single and you?,No I am currently single and do not want children and you ?,['I do not want kids.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [No madam . I never had a mother in my life either .],No madam.,No madam . I never had a mother in my life either .,['My mother was not part of my life.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Rock . I like to be pumped up all the time .],Rock. I like to be pumped up all the time.,Rock . I like to be pumped up all the time .,['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [Yes , my family owns a house , my wife and I have 2 children .]","Yes, my family owns a house.","Yes , my family owns a house , my wife and I have 2 children .",['I am married and have two kids of my own.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [What about pets ? I am terrified of dogs but bet your kids love them ?],What about pets? I bet your kids love them?,What about pets ? I am terrified of dogs but bet your kids love them ?,['I am scared of dogs.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a furry.] Dialogue: [Yes , I am also a furry .]",Yes.,"Yes , I am also a furry .",['I am a furry.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I did not finish high school to follow my dreams . Dropped out .],I follow my dreams.,I did not finish high school to follow my dreams . Dropped out .,['I never finished high school.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a tail as a feet and long wavy hair.] Dialogue: [Mermaid . My friends do not mind .],My friends do not mind.,Mermaid . My friends do not mind .,['I have a tail as a feet and long wavy hair.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [That sounds like a lot of work , carpentry is my craft . That and super dad of 3 .]",That sounds like a lot of work. That and super dad of 3.,"That sounds like a lot of work , carpentry is my craft . That and super dad of 3 .",['I am a carpenter.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [My husband is my best friend , but he works nights .]",My best friend.,"My husband is my best friend , but he works nights .",['I work days and my husband works nights.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [I try to go to the gym every once in a while .],I try to go every once in a while.,I try to go to the gym every once in a while .,['I am unhappy with my weight.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [I am passionate about carpentry . Do you have any children ?],I am passionate. Do you have any children?,I am passionate about carpentry . Do you have any children ?,['I am a carpenter.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not have many friends.] Dialogue: [I am not a people person , so I just focus on my home business designing cabinets .]","I am not, so I just focus on my home business designing cabinets.","I am not a people person , so I just focus on my home business designing cabinets .",['I do not have many friends.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [I am not a people person , so I just focus on my home business designing cabinets .]","I am not a people person, so I just focus on my home business designing.","I am not a people person , so I just focus on my home business designing cabinets .",['I am a carpenter.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not have many friends.] Dialogue: [I am probably just your average player , but it helps me cope with my drinking cravings .]","I am probably just your average player, but it helps me cope with my drinking cravings.","I am probably just your average player , but it helps me cope with my drinking cravings .",['I do not have many friends.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [I hope so . I want to propose to my live in girlfriend .],I hope so. I want to propose.,I hope so . I want to propose to my live in girlfriend .,['My girlfriend lives with me.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [I play basketball for my university .],I play basketball.,I play basketball for my university .,['I am a 22-year-old girl.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Yes . The army trucks are big here in South Korea .],Yes. The trucks are big here.,Yes . The army trucks are big here in South Korea .,['I am serving in South Korea.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 14-year-old trans boy.] Dialogue: [I love video games ! What 14-year-old does not ? What do you do ?],I love video games! What does not? What do you do?,I love video games ! What 14-year-old does not ? What do you do ?,['I am a 14-year-old trans boy.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [Oh man , I am overweight and am frustrated by it .]","Oh man, I am frustrated by it.","Oh man , I am overweight and am frustrated by it .",['I am unhappy with my weight.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children.] Dialogue: [Awesome ! I have 3 kids as well ! Do you enjoy being married ?],Awesome! I have as well! Do you enjoy being married?,Awesome ! I have 3 kids as well ! Do you enjoy being married ?,['I have three children.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [I like my work but it is frustrating because I work a different schedule from my husband .],I like my work but it is frustrating.,I like my work but it is frustrating because I work a different schedule from my husband .,['I work days and my husband works nights.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I like to drink a nice Scotch at night and watch superhero movies .],I like to watch superhero movies.,I like to drink a nice Scotch at night and watch superhero movies .,['I like to drink Scotch to relax.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Sorry to hear that ! I hurt my leg running from a scary dog once .],Sorry to hear that! I hurt my leg once.,Sorry to hear that ! I hurt my leg running from a scary dog once .,['I am afraid of dogs.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [That is exciting . I work on a farm but I will be retiring soon .],That is exciting. I work on a farm.,That is exciting . I work on a farm but I will be retiring soon .,['I hope to retire someday soon.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [That would be nice . I do not have very many friends who can help me .],That would be nice. I do not have very many friends who can help me.,That would be nice . I do not have very many friends who can help me .,['I am a carpenter.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [You sound like my wife complaining about our two kids .],You sound like complaining.,You sound like my wife complaining about our two kids .,['I am married and have two kids of my own.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [No , but I am stationed in South Korea . Where you at ?]",No. Where you at?,"No , but I am stationed in South Korea . Where you at ?",['I am serving in South Korea.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Yeah , US army . What do you do down under ?]","Yeah, US army. What do you do down under?","Yeah , US army . What do you do down under ?",['I am serving in South Korea.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [They call me Tat because of all my tattoos .],They call me Tat.,They call me Tat because of all my tattoos .,['I have a lot of tattoos.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [Too high for a 22-year-old girl .],Too high.,Too high for a 22-year-old girl .,['I am a 22-year-old girl.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [I have a girlfriend . We live together .],We live together.,I have a girlfriend . We live together .,['My girlfriend lives with me.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [Sounds nice . I have been working on my wooden sail boat .],Sounds nice. I have been working on my sail boat.,Sounds nice . I have been working on my wooden sail boat .,['I am a carpenter.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [I hate families . I prefer to be alone .],I hate.,I hate families . I prefer to be alone .,['I am happy being single and alone.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not want children.] Dialogue: [I hate families . I prefer to be alone .],I hate.,I hate families . I prefer to be alone .,['I do not want children.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I fake a British accent to seem more attractive.] Dialogue: [That is funny . I sometimes fake a British accent to be funny and attractive .],That is funny. Sometimes to be funny.,That is funny . I sometimes fake a British accent to be funny and attractive .,['I fake a British accent to seem more attractive.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My left leg hurts me daily.] Dialogue: [Nope , I am healthy as a horse , minus my left leg issues .]","Nope, I am healthy as a horse, minus some issues.","Nope , I am healthy as a horse , minus my left leg issues .",['My left leg hurts me daily.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [I am doing very well . I am going to Auburn next year , I am so excited .]","I am doing very well. I am going next year, I am so excited.","I am doing very well . I am going to Auburn next year , I am so excited .",['I am going to Auburn University next year as a freshman.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [Ah , well single is my status . I do not want to have any kids .]","Ah, well single is my status.","Ah , well single is my status . I do not want to have any kids .",['I do not want kids.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Good for you , what do you do for work ?]","Good for you, what do you do for work?","Good for you , what do you do for work ?",['I work in a program that mentors troubled teens.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I live with my sister and my dog Ralph.] Dialogue: [That job must be depressing , luckily I still have my sister and my dog , Ralph .]",That job must be depressing.,"That job must be depressing , luckily I still have my sister and my dog , Ralph .",['I live with my sister and my dog Ralph.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I live with my sister and my dog ralph.] Dialogue: [I love dogs too , do you happen to own any pets ?]",I love dogs too. Do you happen to own any pets?,"I love dogs too , do you happen to own any pets ?",['I live with my sister and my dog ralph.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am an old man.] Dialogue: [How is your day going ? I am just an old tired man .],How is your day going?,How is your day going ? I am just an old tired man .,['I am an old man.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [I lost one of my legs in war but I have a cool modded wheelchair],I lost in war.,I lost one of my legs in war but I have a cool modded wheelchair,['I only have one leg.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I do not do much since the accident , off of work . What do you do for fun ?]",I do not do much. What do you do for fun?,"I do not do much since the accident , off of work . What do you do for fun ?",['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I am good , drinking some Scotch .]","I am good, drinking.","I am good , drinking some Scotch .",['I like to drink Scotch to relax.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I like to drink scotch to relax.] Dialogue: [Scotch goes good with anything lol .],Good with anything lol.,Scotch goes good with anything lol .,['I like to drink scotch to relax.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [Sounds fun , unlike kids my age I do not drink , smoke or party .]","Sounds fun, unlike kids my age.","Sounds fun , unlike kids my age I do not drink , smoke or party .",['I am very studious and do not like to party or drink.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents passed away two years ago.] Dialogue: [Wow . My parents died two years ago . What are you most afraid of ?],Wow. What are you most afraid of?,Wow . My parents died two years ago . What are you most afraid of ?,['My parents passed away two years ago.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I like jazz music too . What books do you like ?],I like jazz music too. What books do you like?,I like jazz music too . What books do you like ?,['I have a stutter when excited.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [Hunting would be fun , but I only have the one leg after my accident .]",Hunting would be fun.,"Hunting would be fun , but I only have the one leg after my accident .",['I only have one leg.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [I love robots I hang with one every day .],I hang with one every day.,I love robots I hang with one every day .,['My best friend is a robot.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [My best friend hates them too , he is a robot .]",My best friend hates them too.,"My best friend hates them too , he is a robot .",['My best friend is a robot.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Dinner sounds good . If I was not walking on these crutches , I could cook .]","Dinner sounds good. If I was not, I could cook.","Dinner sounds good . If I was not walking on these crutches , I could cook .",['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I had surgery on my leg yesterday . I hurt it in a car accident .],I hurt it in a car accident.,I had surgery on my leg yesterday . I hurt it in a car accident .,['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I had surgery on my hand last week .],I had.,I had surgery on my hand last week .,['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [I have not seen my husband in weeks . He always works nights and I do days .],I have not seen in weeks.,I have not seen my husband in weeks . He always works nights and I do days .,['I work days and my husband works nights.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children.] Dialogue: [My three kids would not take to that . Plus my cats keep me company .],Plus my cats keep me company.,My three kids would not take to that . Plus my cats keep me company .,['I have three children.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am divorced and have a kids.] Dialogue: [Yeah I have kids and got divorced too . So now I hate to stay still .],Yeah. So now I hate to stay still.,Yeah I have kids and got divorced too . So now I hate to stay still .,['I am divorced and have a kids.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I would stutter to see so many neat cars .],I would see so many neat cars.,I would stutter to see so many neat cars .,['I have a stutter when excited.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three grown children and six grandchildren.] Dialogue: [I bet ! My children are grown . I have 3 and 6 grandchildren .],I bet!,I bet ! My children are grown . I have 3 and 6 grandchildren .,['I have three grown children and six grandchildren.']
