text,target,raw_text,raw_persona
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I kind of stutter when I am geeked lol , and yes , I like it all .]","I kind of can not speak well when I am geeked lol, and yes, I like it all.","I kind of stutter when I am geeked lol , and yes , I like it all .",['I have a stutter when excited.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Hi , I am a high school drop out with three sisters .]","Hi, I left school earlier with three sisters.","Hi , I am a high school drop out with three sisters .",['I never finished high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I am enjoying a nice Scotch to relax .],I am enjoying a nice drink to relax.,I am enjoying a nice Scotch to relax .,['I like to drink Scotch to relax.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Cool , but I am afraid of snakes , along with dogs and clowns .]","Cool, but I am afraid of snakes, along with furry animals and clowns.","Cool , but I am afraid of snakes , along with dogs and clowns .",['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [Yes . I listen to them as I recover from surgery .],Yes. I listen to them as I recover from the remedy.,Yes . I listen to them as I recover from surgery .,['I just had surgery.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Yeah , I have to because I never finished high school .]","Yeah, I have to because I never finished my study.","Yeah , I have to because I never finished high school .",['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in New York and work as a model.] Dialogue: [Hi there , I am a starting model living like a pauper in New York !]","Hi there, I am a starting worker living like a pauper in USA!","Hi there , I am a starting model living like a pauper in New York !",['I live in New York and work as a model.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [I love to sing all the time but will never have a kid .],I love to sing all the time but will never have a big family.,I love to sing all the time but will never have a kid .,['I do not want kids.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I dropped out of high school.] Dialogue: [Used to with my parents . Not now because when I was in high school I dropped out .],Used to with my parents. Not now because when I was in high school I made a decision.,Used to with my parents . Not now because when I was in high school I dropped out .,['I dropped out of high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [I am sad . My parents were never around when I was young .],I am sad. My parents were sometimes away when I was young.,I am sad . My parents were never around when I was young .,['My parents were always gone when I was growing up.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [Hi , I am a female and 22 years old , what about you ?]","Hi, I am a young person, what about you?","Hi , I am a female and 22 years old , what about you ?",['I am a 22-year-old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [Nope . My wife and kids happen to be allergic as well .],Nope. My family happens to be allergic as well.,Nope . My wife and kids happen to be allergic as well .,['I am married and have two kids of my own.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [I grew up without my mother . Did you grow up with both parents ?],I grew up without one of my family members. Did you grow up with both parents?,I grew up without my mother . Did you grow up with both parents ?,['My mother was not part of my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [My dad has 5 dogs and I do not enjoy him so dogs bother me too .],My relative has 5 dogs and I do not enjoy him so dogs bother me too.,My dad has 5 dogs and I do not enjoy him so dogs bother me too .,['I do not get along with my dad.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [My dad likes Rush so I hate them and him .],A person likes Rush so I dislike them and him.,My dad likes Rush so I hate them and him .,['I do not get along with my dad.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [Tracy here . I am 32 , live alone and scared of dogs .]","Tracy here. I am 32, live alone and uncomfortable with some animals.","Tracy here . I am 32 , live alone and scared of dogs .",['I am scared of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 32 year old single woman.] Dialogue: [I am a single cat lady . Are you married ?],I am a cat person. Are you married?,I am a single cat lady . Are you married ?,['I am a 32 year old single woman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [If I finished high school I would probably know how to be more fit .],If I finished study I would probably know how to be more fit.,If I finished high school I would probably know how to be more fit .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [It always hurts , lol . I need to retire .]","It always hurts, lol. I need to take a rest.","It always hurts , lol . I need to retire .",['I hope to retire someday soon.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [Me too . My mother is in healthcare so she does not want to cook on the weekends .],Me too. My mother is a busy worker so she does not want to cook on the weekends.,Me too . My mother is in healthcare so she does not want to cook on the weekends .,['My mother works in healthcare.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 32-year-old single woman.] Dialogue: [I am a hopeless romantic and I want to change careers .],I am a hopeless romantic and I want to change careers.,I am a hopeless romantic and I want to change careers .,['I am a 32-year-old single woman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Hi there . I am Lucy . What is your name ?],Hi there. You may call me as you like. What is your name?,Hi there . I am Lucy . What is your name ?,['My name is Lucy.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 32 year old single woman.] Dialogue: [Oh I see . I am a single female , 32 , I do the same job .]","Oh I see. I am still young, I do the same job.","Oh I see . I am a single female , 32 , I do the same job .",['I am a 32 year old single woman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [It's ok . I had surgery last week on my hand .],It's ok. I had remedy before on my body.,It's ok . I had surgery last week on my hand .,['I just had surgery.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Really ? I have a tattoo of that ! On my back .],Really? I have a pattern of that! At a location.,Really ? I have a tattoo of that ! On my back .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Funny I have some too on my leg .],Funny. I have some too on my leg.,Funny I have some too on my leg .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live in low income apartments.] Dialogue: [I bet ! He is so cute . I live in apartment building that has low rent .],I bet! He is so cute. I have lower living cost.,I bet ! He is so cute . I live in apartment building that has low rent .,['I live in low income apartments.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [No call my stuff , my mom isn't really part of my world .]","No call my stuff, someone isn't really part of my world.","No call my stuff , my mom isn't really part of my world .",['My mother was not part of my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [I am disabled but try to stay busy . I am afraid of dogs though .],I am disabled but try to stay busy. I am afraid of some pets though.,I am disabled but try to stay busy . I am afraid of dogs though .,['I am scared of dogs.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Cool ! I am Lucy . I want a new job too , but just finished my degree last year .]","Cool! I have a name. I want a new job too, but just finished my degree last year.","Cool ! I am Lucy . I want a new job too , but just finished my degree last year .",['My name is Lucy.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents did not want me.] Dialogue: [They gave me to my aunt and uncle . I do not really know them .],They gave a person to my aunt and uncle. I do not really know them.,They gave me to my aunt and uncle . I do not really know them .,['My parents did not want me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Feeling a little scared because I heard a dog barking outside . You ?],Feeling a little scared because I heard some sounds outside. You?,Feeling a little scared because I heard a dog barking outside . You ?,['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I am having a glass of Scotch on the rocks while watching the Dark Knight .],I am having a glass of drink while watching the Dark Knight.,I am having a glass of Scotch on the rocks while watching the Dark Knight .,['I like to drink Scotch to relax.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend is a robot.] Dialogue: [Hi , Max . No pets , but I have a robot . She is my best friend .]","Hi, Max. No pets, but I have a machine. It is my friend.","Hi , Max . No pets , but I have a robot . She is my best friend .",['My best friend is a robot.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [As a 22-year-old woman , I can eat whatever I want .]","As a young person, I can eat whatever I want.","As a 22-year-old woman , I can eat whatever I want .",['I am a 22-year-old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was arrested for stealing.] Dialogue: [How are you doing tonight .],How are you doing tonight?,How are you doing tonight .,['I was arrested for stealing.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I was arrested for stealing.] Dialogue: [I can not watch news for that reason . Ever been to jail ? I was for stealing .],I can not watch news for that reason. Ever been to some unpleasant places? I was for my fault.,I can not watch news for that reason . Ever been to jail ? I was for stealing .,['I was arrested for stealing.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My best friend took my boyfriend in high school.] Dialogue: [Cool , my good friend took my boyfriend away from me back in high school .]","Cool, one of my friends cheat on me back in school.","Cool , my good friend took my boyfriend away from me back in high school .",['My best friend took my boyfriend in high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children.] Dialogue: [I hate my weight from my three kids .],I hate my weight from my family.,I hate my weight from my three kids .,['I have three children.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [That is also why I am fat , I can not stop eating .]","That is also why I have health issues, I can not stop doing it.","That is also why I am fat , I can not stop eating .",['I am unhappy with my weight.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I am currently looking . I did not finish high school so it's not easy finding something worth it .],I am currently looking. I did not finish my course so it's not easy finding something worth it.,I am currently looking . I did not finish high school so it's not easy finding something worth it .,['I never finished high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Wow . Can I have your autograph ?],Wow. Can I have your autograph?,Wow . Can I have your autograph ?,['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Oh well , I guess you can .]","Oh well, I guess you can.","Oh well , I guess you can .",['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I dropped out of school to support them with money from band .],I left a place to support them with money from band.,I dropped out of school to support them with money from band .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [No way , I loved kids , want my own some day .]","No way, I loved kids, want my own some day.","No way , I loved kids , want my own some day .",['My parents were always gone when I was growing up.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a stutter when excited.] Dialogue: [I wish I could go to the beach . I get nervous and stutter around attractive people though .],I wish I could go to the beach. I can act strangely around attractive people though.,I wish I could go to the beach . I get nervous and stutter around attractive people though .,['I have a stutter when excited.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I fake a british accent to seem more attractive.] Dialogue: [I like soccer , I sometimes fake a British accent to sound more attractive like David Beckham .]","I like soccer, I sometimes use an accent to sound more attractive like a celebrity.","I like soccer , I sometimes fake a British accent to sound more attractive like David Beckham .",['I fake a british accent to seem more attractive.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother works in healthcare.] Dialogue: [I will think about it as my mother is busy working in healthcare .],I will think about it as my mother is busy working in an industry.,I will think about it as my mother is busy working in healthcare .,['My mother works in healthcare.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My name is Lucy.] Dialogue: [Hi Amanda . I am Lucy . What are you up to ?],"Hi, Amanda. I have a name that you can call me. What are you up to?",Hi Amanda . I am Lucy . What are you up to ?,['My name is Lucy.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [How sweet . I have many tattoos of my dogs ! Do you have any tattoos ?],How sweet. I have many artworks of my dogs! Do you have any artworks?,How sweet . I have many tattoos of my dogs ! Do you have any tattoos ?,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work at Mcdonald's.] Dialogue: [He gave me a job at Mcdonald's . I was considering college but I am good now .],He gave me a job at a restaurant. I was considering college but I am good now.,He gave me a job at Mcdonald's . I was considering college but I am good now .,"[""I work at Mcdonald's.""]"
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work at Mcdonald's.] Dialogue: [You be smart . I would like to do something different but I am a team leader now .],You are smart. I would like to do something different but I am a team leader now.,You be smart . I would like to do something different but I am a team leader now .,"[""I work at Mcdonald's.""]"
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Oh , so you are in sales . I mentored troubled teens at my job .]","Oh, so you are in sales. I mentored people who need help at my job.","Oh , so you are in sales . I mentored troubled teens at my job .",['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [We cook a lot of great food at the mentor program .],We cook a lot of great food at the program.,We cook a lot of great food at the mentor program .,['I work in a program that mentors troubled teens.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Playing softball . And mentoring teens mostly .],Playing softball. And mentoring people mostly.,Playing softball . And mentoring teens mostly .,['I work in a program that mentors troubled teens.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [I do not like my family or my dad , he is a drunk .]","I do not enjoy my family or someone, someone is a drunk.","I do not like my family or my dad , he is a drunk .",['I do not get along with my dad.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Oh my . I am a soldier in South Korea , actually .]","Oh my. I am working in Asia, actually.","Oh my . I am a soldier in South Korea , actually .",['I am serving in South Korea.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Hi soldier ! Is 69 old . If it is then I am old .],Hi soldier! Is 69 old. If it is then I may or may not be old.,Hi soldier ! Is 69 old . If it is then I am old .,['I am an old man.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [I am fine , but I do not like my father much at all .]","I am fine, but I do not like a person much at all.","I am fine , but I do not like my father much at all .",['I do not get along with my dad.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Good ! I am in the army , stationed in South Korea . It is a nice day here today .]","Good! I am in the group, based in Asia. It is a nice day here today.","Good ! I am in the army , stationed in South Korea . It is a nice day here today .",['I am serving in South Korea.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [Hey there how are you ?],Hey there how are you?,Hey there how are you ?,['I am an old man.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I only have one leg.] Dialogue: [What is the name of it ? I got 1 leg only .],What is the name of it? I am injured.,What is the name of it ? I got 1 leg only .,['I only have one leg.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I went to college at University of Mississippi.] Dialogue: [Not sure , I forget , I went the University of Mississippi .]","Not sure, I forget, I went to study.","Not sure , I forget , I went the University of Mississippi .",['I went to college at University of Mississippi.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have been married four times and widowed three.] Dialogue: [I collect civil war era antiques , mainly glassware . My third husband started my collection .]","I collect Civil War era antiques, mainly glassware. My spouse started my collection.","I collect civil war era antiques , mainly glassware . My third husband started my collection .",['I have been married four times and widowed three.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not get along with my dad.] Dialogue: [With my dad . We do not get along . He has cats and I do not like them .],With my dad. We are not very close. He has cats and I do not like them.,With my dad . We do not get along . He has cats and I do not like them .,['I do not get along with my dad.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [Well , your dog is better than my mother . She was not a part of my life .]","Well, your dog is better than one of my family members, who is not a part of my life.","Well , your dog is better than my mother . She was not a part of my life .",['My mother was not part of my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I cannot because of my disability . Do you ?],I cannot because of my personal circumstances. Do you?,I cannot because of my disability . Do you ?,['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [Yeah got that too . I hate being put down for my tattoos .],Yeah got that too. I hate being put down for my appearance.,Yeah got that too . I hate being put down for my tattoos .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [I am off on disability . Not having to work sounds fun until you do it .],I am off for some reason. Not having to work sounds fun until you do it.,I am off on disability . Not having to work sounds fun until you do it .,['I am unable to work at a job because of a disability.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [No I am currently single and do not want children and you ?],No I am currently single and do not want company and you?,No I am currently single and do not want children and you ?,['I do not want kids.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My mother was not part of my life.] Dialogue: [No madam . I never had a mother in my life either .],No madam. I never had someone in my life either.,No madam . I never had a mother in my life either .,['My mother was not part of my life.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [Rock . I like to be pumped up all the time .],Rock. I like to be pumped up all the time.,Rock . I like to be pumped up all the time .,['I never finished high school.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [Yes , my family owns a house , my wife and I have 2 children .]","Yes, my family owns a house, we need to take care of the family.","Yes , my family owns a house , my wife and I have 2 children .",['I am married and have two kids of my own.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am scared of dogs.] Dialogue: [What about pets ? I am terrified of dogs but bet your kids love them ?],What about pets? I am terrified of some pets but bet your kids love them?,What about pets ? I am terrified of dogs but bet your kids love them ?,['I am scared of dogs.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a furry.] Dialogue: [Yes , I am also a furry .]","Yes, I am also a special person.","Yes , I am also a furry .",['I am a furry.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I did not finish high school to follow my dreams . Dropped out .],I left it unfinished to follow my dreams. Dropped out.,I did not finish high school to follow my dreams . Dropped out .,['I never finished high school.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a tail as a feet and long wavy hair.] Dialogue: [Mermaid . My friends do not mind .],A creature. My friends do not mind.,Mermaid . My friends do not mind .,['I have a tail as a feet and long wavy hair.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [That sounds like a lot of work , carpentry is my craft . That and super dad of 3 .]","That sounds like a lot of work, construction work is my craft. That and super dad of 3.","That sounds like a lot of work , carpentry is my craft . That and super dad of 3 .",['I am a carpenter.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [My husband is my best friend , but he works nights .]","My husband is my best friend, but he works during the day.","My husband is my best friend , but he works nights .",['I work days and my husband works nights.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [I try to go to the gym every once in a while .],I try to go to the place every once in a while.,I try to go to the gym every once in a while .,['I am unhappy with my weight.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [I am passionate about carpentry . Do you have any children ?],I am passionate about working. Do you have any children?,I am passionate about carpentry . Do you have any children ?,['I am a carpenter.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not have many friends.] Dialogue: [I am not a people person , so I just focus on my home business designing cabinets .]","I am not very socially oriented, so I just focus on my home business designing cabinets.","I am not a people person , so I just focus on my home business designing cabinets .",['I do not have many friends.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [I am not a people person , so I just focus on my home business designing cabinets .]","I am not a people person, so I just focus on my home business designing some furnitures.","I am not a people person , so I just focus on my home business designing cabinets .",['I am a carpenter.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not have many friends.] Dialogue: [I am probably just your average player , but it helps me cope with my drinking cravings .]","I am probably just your average player, but it helps me cope with my drinking cravings.","I am probably just your average player , but it helps me cope with my drinking cravings .",['I do not have many friends.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [I hope so . I want to propose to my live in girlfriend .],I hope so. I want to propose to someone who lives close to me.,I hope so . I want to propose to my live in girlfriend .,['My girlfriend lives with me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [I play basketball for my university .],I play basketball for an institution.,I play basketball for my university .,['I am a 22-year-old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Yes . The army trucks are big here in South Korea .],Yes. The trucks are big here in the country.,Yes . The army trucks are big here in South Korea .,['I am serving in South Korea.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 14-year-old trans boy.] Dialogue: [I love video games ! What 14-year-old does not ? What do you do ?],I love video games! Who at this age does not? What do you do?,I love video games ! What 14-year-old does not ? What do you do ?,['I am a 14-year-old trans boy.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am unhappy with my weight.] Dialogue: [Oh man , I am overweight and am frustrated by it .]","Oh man, I am frustrated by a measure of my body condition.","Oh man , I am overweight and am frustrated by it .",['I am unhappy with my weight.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three children.] Dialogue: [Awesome ! I have 3 kids as well ! Do you enjoy being married ?],Awesome! I have some young family members as well! Do you enjoy being married?,Awesome ! I have 3 kids as well ! Do you enjoy being married ?,['I have three children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work days and my husband works nights.] Dialogue: [I like my work but it is frustrating because I work a different schedule from my husband .],I like my work but it is frustrating because we work differently.,I like my work but it is frustrating because I work a different schedule from my husband .,['I work days and my husband works nights.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I like to drink Scotch to relax.] Dialogue: [I like to drink a nice Scotch at night and watch superhero movies .],I like to drink a nice beverage at night and watch superhero movies.,I like to drink a nice Scotch at night and watch superhero movies .,['I like to drink Scotch to relax.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Sorry to hear that ! I hurt my leg running from a scary dog once .],Sorry to hear that! I hurt my leg running from a scary animal once.,Sorry to hear that ! I hurt my leg running from a scary dog once .,['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I hope to retire someday soon.] Dialogue: [That is exciting . I work on a farm but I will be retiring soon .],That is exciting. I work on a farm but I will quit my job soon.,That is exciting . I work on a farm but I will be retiring soon .,['I hope to retire someday soon.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [That would be nice . I do not have very many friends who can help me .],That would be nice. I do not have very many friends who can help me.,That would be nice . I do not have very many friends who can help me .,['I am a carpenter.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am married and have two kids of my own.] Dialogue: [You sound like my wife complaining about our two kids .],You sound like a female complaining about the younger generations.,You sound like my wife complaining about our two kids .,['I am married and have two kids of my own.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [No , but I am stationed in South Korea . Where you at ?]","No, but I am working in an Asian country. Where you at?","No , but I am stationed in South Korea . Where you at ?",['I am serving in South Korea.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Yeah , US army . What do you do down under ?]","Yeah, US army. What do you do down under?","Yeah , US army . What do you do down under ?",['I am serving in South Korea.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have a lot of tattoos.] Dialogue: [They call me Tat because of all my tattoos .],They call me by a nickname because of my appearance.,They call me Tat because of all my tattoos .,['I have a lot of tattoos.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a 22-year-old girl.] Dialogue: [Too high for a 22-year-old girl .],Too high for a young person.,Too high for a 22-year-old girl .,['I am a 22-year-old girl.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My girlfriend lives with me.] Dialogue: [I have a girlfriend . We live together .],I have someone. We live together.,I have a girlfriend . We live together .,['My girlfriend lives with me.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am a carpenter.] Dialogue: [Sounds nice . I have been working on my wooden sail boat .],Sounds nice. I have been working on my sail boat.,Sounds nice . I have been working on my wooden sail boat .,['I am a carpenter.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [I hate families . I prefer to be alone .],I hate some people. I prefer to stay by myself.,I hate families . I prefer to be alone .,['I am happy being single and alone.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want children.] Dialogue: [I hate families . I prefer to be alone .],I hold an attitude towards families. I prefer to live in a certain way.,I hate families . I prefer to be alone .,['I do not want children.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I fake a British accent to seem more attractive.] Dialogue: [That is funny . I sometimes fake a British accent to be funny and attractive .],That is funny. I sometimes imitate a way of speaking to be funny and attractive.,That is funny . I sometimes fake a British accent to be funny and attractive .,['I fake a British accent to seem more attractive.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [My left leg hurts me daily.] Dialogue: [Nope , I am healthy as a horse , minus my left leg issues .]","Nope, I am healthy as a horse, minus my other body issues.","Nope , I am healthy as a horse , minus my left leg issues .",['My left leg hurts me daily.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [I am doing very well . I am going to Auburn next year , I am so excited .]","I am doing very well. I am going to a city next year, I am so excited.","I am doing very well . I am going to Auburn next year , I am so excited .",['I am going to Auburn University next year as a freshman.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I do not want kids.] Dialogue: [Ah , well single is my status . I do not want to have any kids .]","Ah, well single is my status. I do not want to take care of some people.","Ah , well single is my status . I do not want to have any kids .",['I do not want kids.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I work in a program that mentors troubled teens.] Dialogue: [Good for you , what do you do for work ?]","Good for you, what do you do for work?","Good for you , what do you do for work ?",['I work in a program that mentors troubled teens.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my sister and my dog Ralph.] Dialogue: [That job must be depressing , luckily I still have my sister and my dog , Ralph .]","That job must be depressing, luckily I still have my family and pet.","That job must be depressing , luckily I still have my sister and my dog , Ralph .",['I live with my sister and my dog Ralph.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I live with my sister and my dog ralph.] Dialogue: [I love dogs too , do you happen to own any pets ?]",I love dogs too. Do you happen to own any pets?,"I love dogs too , do you happen to own any pets ?",['I live with my sister and my dog ralph.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am an old man.] Dialogue: [How is your day going ? I am just an old tired man .],How is your day going? I am just a person who belongs to a specific age group.,How is your day going ? I am just an old tired man .,['I am an old man.']
